source_id,send_x,send_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,send_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5,pri_recover
230, 19, 198, 45, 198, 10300200, 4, 1, 216, 230, 700, 750, 56, 368, 17, 216, 32, 0
230, 19, 198, 82, 198, 10300200, 1, 1, 56, 230, 700, 750, 56, 368, 17, 216, 32, 0
230, 19, 198, 112, 201, 10300200, 3, 1, 17, 230, 700, 750, 56, 368, 17, 216, 32, 0
230, 82, 198, 112, 201, 10300606, 3, 1, 17, 56, 700, 750, 27, 129, 17, 238, 313, 0
230, 82, 198, 159, 201, 10300606, 2, 1, 129, 56, 700, 750, 27, 129, 17, 238, 313, 0
230, 82, 198, 181, 201, 10300606, 4, 1, 238, 56, 700, 750, 27, 129, 17, 238, 313, 0
230, 82, 198, 201, 212, 10300606, 5, 1, 313, 56, 700, 750, 27, 129, 17, 238, 313, 0
230, 159, 201, 198, 187, 10305012, 1, 1, 344, 129, 700, 750, 344, 260, 325, 27, 71, 0
230, 159, 201, 278, 198, 10305012, 4, 1, 27, 129, 700, 750, 344, 260, 325, 27, 71, 0
230, 198, 187, 201, 245, 10305418, 5, 1, 132, 344, 700, 750, 363, 366, 13, 27, 132, 0
230, 198, 187, 278, 198, 10305418, 4, 1, 27, 344, 700, 750, 363, 366, 13, 27, 132, 0
230, 198, 187, 198, 315, 10305419, 3, 1, 13, 344, 700, 750, 363, 366, 13, 27, 132, 0
230, 198, 315, 201, 412, 10313825, 3, 1, 363, 13, 700, 750, 205, 299, 363, 311, 65, 0
230, 198, 315, 201, 419, 10313825, 2, 1, 299, 13, 700, 750, 205, 299, 363, 311, 65, 0
230, 198, 315, 201, 446, 10313825, 1, 1, 205, 13, 700, 750, 205, 299, 363, 311, 65, 0
230, 201, 446, 201, 486, 10314231, 3, 1, 65, 205, 700, 750, 222, 210, 65, 113, 188, 0
230, 201, 446, 198, 532, 10314231, 4, 1, 113, 205, 700, 750, 222, 210, 65, 113, 188, 0
230, 201, 446, 198, 564, 10314231, 1, 1, 222, 205, 700, 750, 222, 210, 65, 113, 188, 0
230, 198, 564, 201, 618, 10314638, 1, 1, 276, 222, 700, 750, 276, 246, 271, 136, 107, 0
230, 201, 618, 201, 645, 10315044, 3, 1, 210, 276, 700, 750, 107, 67, 210, 10, 10000000, 0
230, 201, 618, 201, 691, 10315044, 2, 1, 67, 276, 700, 750, 107, 67, 210, 10, 10000000, 0
230, 201, 618, 198, 712, 10315044, 4, 1, 10, 276, 700, 750, 107, 67, 210, 10, 10000000, 0
230, 278, 198, 323, 201, 10317419, 5, 1, 71, 27, 700, 750, 244, 356, 314, 310, 71, 0
230, 278, 198, 387, 201, 10317419, 4, 1, 310, 27, 700, 750, 244, 356, 314, 310, 71, 0
230, 278, 198, 412, 198, 10317419, 3, 1, 314, 27, 700, 750, 244, 356, 314, 310, 71, 0
230, 278, 198, 412, 198, 10317419, 2, 1, 356, 27, 700, 750, 244, 356, 314, 310, 71, 0
