source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r
8, 76, -1, 10000000, 1, 248, 282, 473, 381, 38, 1, 0.879146, 0.857741, 0.751909, 0.806419
38, 113, 1, 10000200, 2, 7, 173, 504, 462, 361, 1, 1, 1, 1, 1
282, 183, 1, 10000200, 2, 98, 126, 7, 248, 504, 1, 1, 0.893176, 1, 1
98, 201, 73, 10005265, 3, 202, 561, 382, 275, 60, 0.780903, 0.669463, 0.669224, 0.667149, 0.77826
60, 198, 110, 10005562, 4, 135, 261, 509, 321, 561, 1, 0.999934, 1, 0.999664, 1
202, 198, 157, 10005562, 4, 242, 135, 23, 261, 509, 1, 1, 0.890502, 0.999934, 1
275, 198, 181, 10005562, 4, 27, 135, 162, 261, 509, 1, 1, 1, 0.999934, 1
135, 201, 241, 10005886, 5, 328, 587, 242, 196, 547, 1, 1, 1, 1, 0.66967
23, 201, 280, 10005886, 5, 242, 565, 350, 328, 344, 1, 0.805782, 0.804603, 0.716847, 0.757617
361, 201, 12, 10016400, 3, 98, 509, 126, 7, 173, 0.998574, 0.667375, 1, 1, 0.998383
462, 201, 12, 10016400, 3, 445, 98, 352, 382, 126, 1, 0.998574, 0.668741, 0.668393, 1
504, 201, 12, 10016400, 3, 98, 126, 7, 60, 382, 0.998574, 1, 1, 0.66502, 0.573172
173, 244, -1, 10016400, 3, 311, 450, 7, 98, 358, 0.751857, 0.602139, 1, 0.776668, 0.446037
7, 276, -1, 10020600, 4, 529, 358, 411, 311, 62, 1, 1, 0.798422, 0.800912, 0.858236
311, 382, 1, 10020601, 4, 161, 266, 5, 159, 48, 1, 1, 0.887834, 1, 0.779666
358, 401, 12, 10020601, 4, 527, 48, 161, 141, 100, 0.672679, 0.891047, 1, 0.624969, 0.6267
450, 401, 12, 10020601, 4, 161, 48, 100, 141, 323, 1, 0.891047, 0.6267, 0.556378, 0.498508
266, 401, 17, 10020924, 5, 455, 141, 100, 161, 48, 1, 0.856458, 0.716486, 1, 0.891015
161, 401, 38, 10020924, 5, 100, 48, 560, 272, 455, 0.716486, 1, 0.556849, 0.55579, 0.501647
159, 443, -1, 10020924, 5, 376, 224, 161, 460, 5, 0.778936, 0.747148, 1, 0.624764, 0.887803
48, 401, 75, 10020924, 5, 455, 527, 141, 100, 560, 0.779106, 0.714451, 0.667629, 0.752009, 0.623989
5, 484, -1, 10020924, 5, 460, 333, 469, 376, 391, 0.749716, 0.669225, 0.623817, 0.667659, 0.600089
48, 401, 75, 10021338, 6, 455, 527, 141, 100, 560, 0.77907, 0.714408, 0.667599, 0.75197, 0.623956
100, 398, 119, 10021338, 6, 41, 323, 338, 493, 531, 1, 1, 0.998254, 0.997571, 1
338, 412, 198, 10021596, 7, 299, 41, 117, 118, 88, 1, 1, 1, 0.888848, 0.886984
493, 412, 198, 10021596, 7, 252, 41, 457, 117, 118, 1, 1, 0.715362, 1, 0.888848
323, 401, 218, 10021596, 7, 41, 116, 118, 88, 427, 1, 0.80316, 0.888848, 0.886984, 0.444471
41, 401, 284, 10021596, 7, 104, 489, 116, 221, 340, 1, 0.999199, 1, 0.754803, 0.715382
