source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5,pri_recover
1, 81, -1, 115, 10300200, 4, 1, 29, 11, 294, 587, 801, 243, 32, 159, 29, 170, 0
1, 81, -1, 151, 10300200, 3, 1, 159, 11, 294, 587, 801, 243, 32, 159, 29, 170, 0
-1, 151, 1, 248, 10308677, 2, 2, 170, 159, 294, 587, 801, 32, 170, 207, 168, 64, 0
-1, 151, 1, 281, 10308677, 1, 2, 32, 159, 294, 587, 801, 32, 170, 207, 168, 64, 0
-1, 151, -1, 317, 10308677, 5, 2, 64, 159, 294, 587, 801, 32, 170, 207, 168, 64, 0
1, 281, -1, 317, 10309154, 2, 3, 64, 32, 294, 587, 801, 168, 64, 43, 10000000, 10000000, 0
1, 281, -1, 358, 10309154, 1, 3, 168, 32, 294, 587, 801, 168, 64, 43, 10000000, 10000000, 0
-1, 358, 1, 476, 10309632, 1, 4, 43, 168, 294, 587, 801, 43, 245, 110, 50, 10000000, 0
-1, 358, -1, 520, 10309632, 4, 4, 50, 168, 294, 587, 801, 43, 245, 110, 50, 10000000, 0
1, 476, -1, 520, 10310109, 4, 5, 50, 43, 294, 587, 801, 283, 244, 157, 50, 245, 0
1, 476, -1, 579, 10310109, 5, 5, 245, 43, 294, 587, 801, 283, 244, 157, 50, 245, 0
1, 476, 1, 612, 10310109, 1, 5, 283, 43, 294, 587, 801, 283, 244, 157, 50, 245, 0
1, 476, 1, 618, 10310109, 2, 5, 244, 43, 294, 587, 801, 283, 244, 157, 50, 245, 0
1, 476, 1, 649, 10310109, 3, 5, 157, 43, 294, 587, 801, 283, 244, 157, 50, 245, 0
1, 612, 19, 598, 10310586, 5, 6, 236, 283, 294, 587, 801, 128, 34, 2, 28, 236, 0
1, 612, 44, 598, 10310586, 1, 6, 128, 283, 294, 587, 801, 128, 34, 2, 28, 236, 0
1, 612, 1, 682, 10310587, 4, 6, 28, 283, 294, 587, 801, 128, 34, 2, 28, 236, 0
1, 612, -1, 718, 10310587, 3, 6, 2, 283, 294, 587, 801, 128, 34, 2, 28, 236, 0
44, 598, 79, 598, 10311064, 1, 7, 34, 128, 294, 587, 801, 34, 103, 67, 107, 10000000, 0
44, 598, 112, 601, 10311064, 2, 7, 103, 128, 294, 587, 801, 34, 103, 67, 107, 10000000, 0
79, 598, 112, 601, 10311541, 1, 8, 103, 34, 294, 587, 801, 103, 107, 67, 10000000, 10000000, 0
