source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id ,send_log
238, 181, 201, 10299999, 1, 71, 23, 27, 132, 305, 1, 0.972284, 0.972673, 1, 0.701061, 6, 0, 0, 0, 0, 1, 1
132, 201, 244, 10300200, 2, 299, 305, 193, 23, 229, 0.91668, 0.757698, 0.79673, 1, 0.723876, 6, 1, 1, 0, 0, 0, 0
23, 201, 284, 10300200, 2, 305, 363, 386, 366, 399, 0.860461, 0.931092, 0.687316, 0.646493, 0.538762, 6, 1, 1, 1, 1, 1, 1
27, 278, 198, 10300200, 2, 244, 356, 314, 310, 118, 0.610514, 0.570699, 0.467812, 0.550197, 0.159938, 6, 1, 1, 1, 1, 1, 1
305, 198, 387, 10304897, 3, 65, 188, 45, 205, 299, 1, 1, 0.863157, 1, 1, 6, 0, 0, 0, 0, 1, 1
366, 198, 387, 10304897, 3, 65, 188, 45, 205, 299, 1, 1, 0.863157, 1, 1, 6, 0, 0, 0, 0, 1, 0
386, 198, 387, 10304897, 3, 65, 188, 45, 205, 299, 1, 1, 0.863157, 1, 1, 6, 0, 0, 0, 0, 1, 0
399, 198, 387, 10304897, 3, 65, 222, 188, 45, 205, 1, 0.870522, 0.972379, 0.863157, 1, 6, 0, 0, 0, 0, 0, 0
363, 201, 412, 10304897, 3, 274, 299, 222, 65, 188, 1, 1, 0.861717, 1, 1, 6, 1, 1, 0, 0, 0, 0
299, 201, 418, 10305594, 4, 65, 276, 67, 188, 205, 1, 0.242162, 0.120837, 0.972306, 1, 6, 0, 1, 1, 0, 0, 0
188, 248, 398, 10305594, 4, 372, 168, 278, 45, 335, 1, 0.864102, 0.796965, 0.970979, 0.64727, 6, 1, 0, 0, 0, 1, 1
205, 201, 446, 10305594, 4, 210, 222, 65, 113, 45, 0.782612, 0.861652, 1, 0.723763, 0.539433, 6, 0, 0, 0, 0, 0, 0
65, 201, 486, 10305594, 4, 276, 210, 222, 113, 45, 0.756242, 0.757944, 0.793937, 0.723763, 0.431546, 6, 1, 0, 0, 0, 0, 1
113, 198, 532, 10306292, 5, 67, 210, 276, 222, 107, 0.972302, 1, 0.968713, 1, 0.537331, 6, 0, 0, 1, 0, 0, 0
222, 198, 564, 10306292, 5, 276, 184, 246, 136, 67, 1, 0.120863, 0.137411, 0.188496, 1, 6, 1, 1, 1, 1, 0, 0
276, 201, 618, 10306292, 5, 324, 107, 67, 210, 295, 0.306235, 0.859729, 0.972302, 0.968217, 0.551205, 6, 1, 0, 0, 0, 0, 1
210, 201, 645, 10306989, 6, 55, 246, 67, 295, 10, 0.215268, 0.215672, 0.972229, 0.725512, 0.795705, 6, 1, 1, 0, 0, 0, 0
